date,institution,category,complaint_count
2024-03-22,JPMORGAN CHASE & CO.,Checking or savings account,24
2024-03-22,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-03-23,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,14
2024-03-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-03-23,JPMORGAN CHASE & CO.,Checking or savings account,10
2024-03-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-03-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,4
2024-03-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-03-24,JPMORGAN CHASE & CO.,Checking or savings account,6
2024-03-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
2024-03-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,23
2024-03-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-03-25,JPMORGAN CHASE & CO.,Checking or savings account,16
2024-03-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-03-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2024-03-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-03-26,JPMORGAN CHASE & CO.,Checking or savings account,34
2024-03-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2024-03-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-03-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-03-27,JPMORGAN CHASE & CO.,Checking or savings account,18
2024-03-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-03-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2024-03-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-03-28,JPMORGAN CHASE & CO.,Checking or savings account,27
2024-03-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-03-29,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-03-29,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-03-29,JPMORGAN CHASE & CO.,Checking or savings account,24
2024-03-29,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-03-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2024-03-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-03-30,JPMORGAN CHASE & CO.,Checking or savings account,12
2024-03-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-03-31,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,4
2024-03-31,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-03-31,JPMORGAN CHASE & CO.,Checking or savings account,4
2024-03-31,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
2024-04-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2024-04-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-04-01,JPMORGAN CHASE & CO.,Checking or savings account,18
2024-04-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-04-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2024-04-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-04-02,JPMORGAN CHASE & CO.,Checking or savings account,19
2024-04-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-04-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,14
2024-04-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-04-03,JPMORGAN CHASE & CO.,Checking or savings account,33
2024-04-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-04-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2024-04-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-04-04,JPMORGAN CHASE & CO.,Checking or savings account,27
2024-04-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-04-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2024-04-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2024-04-05,JPMORGAN CHASE & CO.,Checking or savings account,36
2024-04-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-04-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,5
2024-04-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-04-06,JPMORGAN CHASE & CO.,Checking or savings account,9
2024-04-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-04-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,3
2024-04-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-04-07,JPMORGAN CHASE & CO.,Checking or savings account,6
2024-04-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-04-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2024-04-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-04-08,JPMORGAN CHASE & CO.,Checking or savings account,24
2024-04-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-04-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,14
2024-04-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-04-09,JPMORGAN CHASE & CO.,Checking or savings account,31
2024-04-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-04-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2024-04-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-04-10,JPMORGAN CHASE & CO.,Checking or savings account,23
2024-04-10,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-04-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2024-04-11,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-04-11,JPMORGAN CHASE & CO.,Checking or savings account,24
2024-04-11,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-04-12,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2024-04-12,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-04-12,JPMORGAN CHASE & CO.,Checking or savings account,26
2024-04-12,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-04-13,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,12
2024-04-13,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-04-13,JPMORGAN CHASE & CO.,Checking or savings account,18
2024-04-13,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-04-14,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,3
2024-04-14,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-04-14,JPMORGAN CHASE & CO.,Checking or savings account,12
2024-04-14,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-04-15,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2024-04-15,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-04-15,JPMORGAN CHASE & CO.,Checking or savings account,13
2024-04-15,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-04-16,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2024-04-16,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-04-16,JPMORGAN CHASE & CO.,Checking or savings account,30
2024-04-16,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-04-17,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2024-04-17,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-04-17,JPMORGAN CHASE & CO.,Checking or savings account,25
2024-04-17,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-04-18,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-04-18,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-04-18,JPMORGAN CHASE & CO.,Checking or savings account,23
2024-04-18,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-04-19,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-04-19,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-04-19,JPMORGAN CHASE & CO.,Checking or savings account,20
2024-04-19,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-04-20,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,8
2024-04-20,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-04-20,JPMORGAN CHASE & CO.,Checking or savings account,12
2024-04-20,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-04-21,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2024-04-21,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-04-21,JPMORGAN CHASE & CO.,Checking or savings account,6
2024-04-21,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
2024-04-22,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2024-04-22,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-04-22,JPMORGAN CHASE & CO.,Checking or savings account,19
2024-04-22,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-04-23,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2024-04-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-04-23,JPMORGAN CHASE & CO.,Checking or savings account,31
2024-04-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-04-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,25
2024-04-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-04-24,JPMORGAN CHASE & CO.,Checking or savings account,20
2024-04-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-04-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2024-04-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-04-25,JPMORGAN CHASE & CO.,Checking or savings account,24
2024-04-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2024-04-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-04-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-04-26,JPMORGAN CHASE & CO.,Checking or savings account,26
2024-04-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-04-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2024-04-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-04-27,JPMORGAN CHASE & CO.,Checking or savings account,16
2024-04-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-04-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,4
2024-04-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-04-28,JPMORGAN CHASE & CO.,Checking or savings account,9
2024-04-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
2024-04-29,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2024-04-29,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-04-29,JPMORGAN CHASE & CO.,Checking or savings account,13
2024-04-29,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-04-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2024-04-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2024-04-30,JPMORGAN CHASE & CO.,Checking or savings account,36
2024-04-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-05-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,28
2024-05-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2024-05-01,JPMORGAN CHASE & CO.,Checking or savings account,31
2024-05-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-05-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,23
2024-05-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-05-02,JPMORGAN CHASE & CO.,Checking or savings account,21
2024-05-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-05-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2024-05-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2024-05-03,JPMORGAN CHASE & CO.,Checking or savings account,21
2024-05-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-05-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2024-05-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-05-04,JPMORGAN CHASE & CO.,Checking or savings account,16
2024-05-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-05-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2024-05-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-05-05,JPMORGAN CHASE & CO.,Checking or savings account,8
2024-05-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-05-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2024-05-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-05-06,JPMORGAN CHASE & CO.,Checking or savings account,28
2024-05-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2024-05-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2024-05-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",7
2024-05-07,JPMORGAN CHASE & CO.,Checking or savings account,28
2024-05-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2024-05-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2024-05-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-05-08,JPMORGAN CHASE & CO.,Checking or savings account,34
2024-05-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2024-05-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2024-05-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-05-09,JPMORGAN CHASE & CO.,Checking or savings account,18
2024-05-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2024-05-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2024-05-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2024-05-10,JPMORGAN CHASE & CO.,Checking or savings account,25
2024-05-10,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2024-05-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2024-05-11,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-05-11,JPMORGAN CHASE & CO.,Checking or savings account,5
2024-05-11,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2024-05-12,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,10
2024-05-12,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2024-05-12,JPMORGAN CHASE & CO.,Checking or savings account,8
2024-05-12,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2024-05-13,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
